rotate right
kick front
kick back
rotate left
rotate left
kick front
kick back
rotate right
hand roll
clap
hand roll
clap
tap left
tap right
tap front
tap back
rotate right
kick front
kick back
rotate left
rotate left
kick front
kick back
rotate right
hand roll
clap
hand roll
clap
tap left
tap right
tap front
tap back
